filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k21_0.899_0.517_0.437_0.484_c862-r256_c256.tns,c size: (256 x 256), 524296 bytes
k21_0.899_0.517_0.437_0.484_c862-r256_c512.tns,B size: (8192 x 4096 x 256 x 512), 1259641488 bytes
k21_0.899_0.517_0.437_0.484_c862-r256_c1024.tns,B size: (8192 x 2048 x 256 x 1024), 1196937184 bytes
k21_0.899_0.517_0.437_0.484_c862-r256_c2048.tns,B size: (8192 x 1024 x 256 x 2048), 1143824280 bytes
k21_0.899_0.517_0.437_0.484_c862-r512_c128.tns,c size: (512 x 128), 524296 bytes
k21_0.899_0.517_0.437_0.484_c862-r512_c256.tns,c size: (512 x 256), 1048584 bytes
k21_0.899_0.517_0.437_0.484_c862-r512_c512.tns,c size: (512 x 512), 2097160 bytes
k21_0.899_0.517_0.437_0.484_c862-r512_c1024.tns,B size: (4096 x 2048 x 512 x 1024), 1153300136 bytes
k21_0.899_0.517_0.437_0.484_c862-r512_c2048.tns,B size: (4096 x 1024 x 512 x 2048), 1115579632 bytes
k21_0.899_0.517_0.437_0.484_c862-r1024_c128.tns,c size: (1024 x 128), 1048584 bytes
k21_0.899_0.517_0.437_0.484_c862-r1024_c256.tns,c size: (1024 x 256), 2097160 bytes
k21_0.899_0.517_0.437_0.484_c862-r1024_c512.tns,c size: (1024 x 512), 4194312 bytes
k21_0.899_0.517_0.437_0.484_c862-r1024_c1024.tns,c size: (1024 x 1024), 8388616 bytes
k21_0.899_0.517_0.437_0.484_c862-r1024_c2048.tns,B size: (2048 x 1024 x 1024 x 2048), 1099548952 bytes
k21_0.899_0.517_0.437_0.484_c862-r2048_c128.tns,c size: (2048 x 128), 2097160 bytes
k21_0.899_0.517_0.437_0.484_c862-r2048_c256.tns,c size: (2048 x 256), 4194312 bytes
k21_0.899_0.517_0.437_0.484_c862-r2048_c512.tns,c size: (2048 x 512), 8388616 bytes
k21_0.899_0.517_0.437_0.484_c862-r2048_c1024.tns,c size: (2048 x 1024), 16777224 bytes
k21_0.899_0.517_0.437_0.484_c862-r2048_c2048.tns,c size: (2048 x 2048), 33554440 bytes
k21_0.916_0.437_0.437_0.484_c862-r128_c128.tns,c size: (128 x 128), 131080 bytes
k21_0.916_0.437_0.437_0.484_c862-r128_c256.tns,B size: (16384 x 8192 x 128 x 256), 799958628 bytes
k21_0.916_0.437_0.437_0.484_c862-r128_c512.tns,B size: (16384 x 4096 x 128 x 512), 769329908 bytes
k21_0.916_0.437_0.437_0.484_c862-r128_c1024.tns,B size: (16384 x 2048 x 128 x 1024), 733768700 bytes
k21_0.916_0.437_0.437_0.484_c862-r128_c2048.tns,B size: (16384 x 1024 x 128 x 2048), 696498132 bytes
k21_0.916_0.437_0.437_0.484_c862-r256_c128.tns,c size: (256 x 128), 262152 bytes
